LAT,LON,YEAR,MO,DY,T2M_RANGE,TS,T2M_MAX,T2M_MIN,WS50M_RANGE,WS50M_MIN,WS50M_MAX,WS50M,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DWN,KT,PRECTOT,QV2M,PS,T2M
11.88101,79.75921,2000,6,30,7.83,30.04,33.93,26.1,2.97,8.19,11.16,9.37,7.03,4.12,0.4,0.94,16.02,99.8,29.69
11.88101,79.75921,2000,7,1,7.88,29.89,33.71,25.83,5.45,4.13,9.58,7.22,6.63,6.26,0.6,1.26,16.04,99.89,29.55
11.88101,79.75921,2000,7,2,8.24,30.27,34.21,25.97,3.75,4.47,8.22,6.54,6.87,5.04,0.49,1.27,15.82,99.89,29.94
11.88101,79.75921,2000,7,3,6.69,29.33,33.16,26.47,2.51,6.15,8.66,7.58,6.88,3.15,0.3,3.16,15.62,99.83,29.3
11.88101,79.75921,2000,7,4,6.96,28.56,31.81,24.85,3.64,5.49,9.14,7.61,6.82,3.42,0.33,8.27,15.53,99.85,27.97
11.88101,79.75921,2000,7,5,8.26,29.68,34.05,25.79,4.98,5.98,10.97,7.85,6.82,4.8,0.46,1.69,16.89,99.76,29.3
11.88101,79.75921,2000,7,6,6.99,29.9,33.94,26.95,6.43,3.54,9.97,6.58,5.87,4.93,0.47,2.51,17.18,99.78,29.78
11.88101,79.75921,2000,7,7,6.88,29.61,33.38,26.51,5.06,5.07,10.13,7.27,6.82,4.85,0.47,0.66,17.54,99.75,29.62
11.88101,79.75921,2000,7,8,6.75,29.58,33.16,26.41,1.66,7.6,9.26,8.43,6.83,4.08,0.39,0.3,16,99.85,29.47
11.88101,79.75921,2000,7,9,8.53,30.44,34.57,26.04,3.11,6.57,9.68,8.21,5.16,5.58,0.54,0.35,15.45,99.89,30.01
11.88101,79.75921,2000,7,10,8.3,30.67,34.73,26.43,1.37,8.13,9.5,8.76,5.42,5.69,0.55,0.47,15.32,99.88,30.35
11.88101,79.75921,2000,7,11,8.71,30.85,35.19,26.48,2.12,8.69,10.81,9.71,6.83,2.88,0.28,1.6,15.96,99.88,30.32
11.88101,79.75921,2000,7,12,4.88,29.59,32.08,27.2,3.06,8.43,11.48,9.95,6.82,4.22,0.41,0.57,16.16,99.97,29.4
11.88101,79.75921,2000,7,13,8.89,30.71,35.02,26.13,2.76,8.02,10.77,9.4,6.86,4.19,0.4,0,15.07,100.03,30.46
11.88101,79.75921,2000,7,14,7.79,30.73,34.43,26.63,3.03,6.55,9.58,7.84,5.77,5.68,0.55,0.03,15.66,100.13,30.64
11.88101,79.75921,2000,7,15,9.44,31.9,36.26,26.83,5.11,2.54,7.64,5.34,6.48,6.54,0.63,0.08,16.03,99.97,31.47
11.88101,79.75921,2000,7,16,8.37,31.89,35.93,27.56,5.56,2,7.56,4.68,6.36,6.2,0.6,0.1,15.97,99.98,31.29
11.88101,79.75921,2000,7,17,8.5,31.43,35.71,27.21,4.03,4.86,8.89,6.52,6.91,5.67,0.54,0.39,15.62,100.02,31.34
11.88101,79.75921,2000,7,18,8.71,31.38,35.88,27.17,2.69,7.56,10.26,8.87,6.42,5.84,0.56,0,14.51,100,31.22
11.88101,79.75921,2000,7,19,9.98,32.23,36.74,26.76,3.67,3.79,7.46,6.19,6.56,6.58,0.63,0.12,14.35,99.92,31.63
11.88101,79.75921,2000,7,20,9.15,32.13,36.39,27.24,4.67,2.31,6.99,4.88,6.3,6.35,0.61,3.95,15.5,100.01,31.27
11.88101,79.75921,2000,7,21,7.22,31,34.09,26.88,6.4,0.68,7.08,4.57,6.53,5.19,0.5,4.06,16.71,100.16,30.1
11.88101,79.75921,2000,7,22,5.23,30.52,32.72,27.48,6.82,0.44,7.27,4.38,6.59,5.58,0.53,2.87,17.46,100.3,29.84
11.88101,79.75921,2000,7,23,5.46,29.51,32.12,26.66,5.47,0.88,6.35,4.13,6.63,5.51,0.53,3.11,18.37,100.21,29.12
11.88101,79.75921,2000,7,24,3.63,28.38,30.23,26.6,6.17,0.64,6.81,4.54,6.89,6.33,0.61,18.67,18.97,100.16,28.37
11.88101,79.75921,2000,7,25,4.84,28.89,31.09,26.25,5.94,0.87,6.81,4.26,6.96,4.79,0.46,3.11,18.48,100.26,28.62
11.88101,79.75921,2000,7,26,8.45,30.18,34.27,25.82,6.67,0.66,7.33,4.99,7.07,7.03,0.67,1.92,17.3,100.2,29.74
11.88101,79.75921,2000,7,27,6.87,30.15,33.13,26.26,3.38,4.27,7.65,5.75,6.61,6.27,0.6,0.4,17.3,100.03,29.7
11.88101,79.75921,2000,7,28,9.25,31.02,35.07,25.82,6.72,0.35,7.07,5.09,7.08,6.87,0.66,1.63,16.51,99.96,30.16
11.88101,79.75921,2000,7,29,4.98,29.39,31.98,27,6.23,0.61,6.84,4.61,6.33,5.2,0.5,20.57,18.48,100.04,29.25
11.88101,79.75921,2000,7,30,4.98,28.67,31.41,26.43,4.02,2.76,6.79,5.22,6.58,5.78,0.55,5.63,19.01,100.17,28.57
11.88101,79.75921,2000,7,31,2.62,28.03,28.5,25.88,3.25,2.13,5.38,4.11,6.08,6.01,0.58,3.92,18.61,100.22,27.17
11.88101,79.75921,2000,8,1,5.36,28.68,30.93,25.57,4.87,1.4,6.27,4.5,6.54,6.17,0.59,4.11,17.97,100.1,28.03
11.88101,79.75921,2000,8,2,6.66,29.66,32.03,25.37,5.01,1.37,6.38,3.41,6.75,5.89,0.56,1.9,18.1,100.1,28.65
11.88101,79.75921,2000,8,3,5.65,29.57,31.9,26.26,5.03,0.23,5.26,2.96,6.25,6.16,0.59,2.1,18.23,100.11,28.8
11.88101,79.75921,2000,8,4,4.89,28.91,30.81,25.92,4.7,1.15,5.85,4.04,5.81,6.01,0.57,1.37,18.57,100.15,28.07
11.88101,79.75921,2000,8,5,5.35,29.25,31.57,26.22,5.16,2.64,7.8,5.19,5.87,5.89,0.56,0.54,18.48,100.13,28.57
11.88101,79.75921,2000,8,6,5.09,28.64,31.13,26.04,3.39,5.17,8.56,6.64,6.44,5.81,0.56,2.99,18.48,100.08,28.23
11.88101,79.75921,2000,8,7,5,28.33,30.72,25.73,2.9,6.89,9.79,8.23,6.5,6,0.57,3.26,18.4,100.15,27.93
11.88101,79.75921,2000,8,8,7.59,28.91,32.82,25.23,2.93,8.29,11.22,9.71,7.05,4.28,0.41,0.91,16.97,100.14,28.75
11.88101,79.75921,2000,8,9,7.33,28.17,32.13,24.8,2.94,7.52,10.46,9.1,6.99,3.52,0.34,2.63,16.81,99.96,27.97
11.88101,79.75921,2000,8,10,8.28,28.76,32.91,24.62,2.67,6.93,9.6,8.41,7,5.18,0.5,1.48,16.41,99.88,28.39
11.88101,79.75921,2000,8,11,9,29.59,33.99,24.99,2.19,5.91,8.1,7.06,6.87,5.26,0.5,0.14,16.6,99.93,29.2
11.88101,79.75921,2000,8,12,8.02,29.55,33.18,25.17,7.19,0.8,7.99,4.94,6.02,6.14,0.59,0.04,16.69,100.15,29.13
11.88101,79.75921,2000,8,13,4.98,29.18,31.37,26.39,4.41,1.38,5.79,3.65,6.2,6.05,0.58,3.08,17.79,100.41,28.75
11.88101,79.75921,2000,8,14,5.34,29.07,31.37,26.04,4.15,2.73,6.88,4.34,6.54,4.3,0.41,4.75,18.08,100.41,28.46
11.88101,79.75921,2000,8,15,4.68,28.44,30.33,25.66,2.25,5,7.26,6,7,3.95,0.38,1.98,17.79,100.42,27.77
11.88101,79.75921,2000,8,16,6.97,29.31,32.41,25.45,6,1.48,7.48,4.69,6.45,6.1,0.58,1,17.72,100.32,28.53
11.88101,79.75921,2000,8,17,4.74,28.23,30.59,25.85,3.06,4.95,8.01,6.47,6.85,5.83,0.56,11.13,17.88,100.26,27.9
11.88101,79.75921,2000,8,18,5.97,28.24,31,25.03,4.31,4.38,8.69,6.56,7,4.89,0.47,6.2,18.02,100.23,27.83
11.88101,79.75921,2000,8,19,6.91,28.45,31.68,24.76,2.68,6.37,9.05,7.69,6.36,5.31,0.51,0.5,16.9,100.29,27.92
11.88101,79.75921,2000,8,20,8.26,28.78,32.97,24.71,1.64,8.54,10.17,9.08,6.99,4.8,0.46,1.93,16.43,100.18,28.51
11.88101,79.75921,2000,8,21,8.17,28.72,32.83,24.66,2.42,6.82,9.24,8.33,6.98,3.83,0.37,3.75,16.81,100,28.25
11.88101,79.75921,2000,8,22,7.36,28.61,32.41,25.06,3.23,7,10.23,8.85,6.98,2.13,0.2,5.8,17.84,99.8,28.45
11.88101,79.75921,2000,8,23,7.31,28.58,32.45,25.14,4.99,7.71,12.69,10.69,6.98,3.46,0.33,1.13,17.09,99.8,28.46
11.88101,79.75921,2000,8,24,8.09,28.92,33.44,25.35,3.19,8.98,12.18,10.98,6.22,4.8,0.46,0.82,16.22,99.74,28.88
11.88101,79.75921,2000,8,25,8.38,28.63,33.33,24.95,3.4,8.52,11.92,10.66,6.88,4.76,0.46,1.87,16.5,99.79,28.61
11.88101,79.75921,2000,8,26,7.73,28.8,32.91,25.18,2.42,7.67,10.09,8.61,6.56,4.54,0.43,0.46,16.92,100.07,28.64
11.88101,79.75921,2000,8,27,8,29.01,33.02,25.02,2.41,7.01,9.41,8.12,6.97,4,0.38,0.09,16.73,100.16,28.86
11.88101,79.75921,2000,8,28,9.13,29.59,34.27,25.15,1.77,7.31,9.08,8.14,6.23,4.86,0.47,0.18,16.8,100.13,29.3
11.88101,79.75921,2000,8,29,7.63,29.45,33.37,25.75,3.8,5.02,8.82,6.73,6.13,5.35,0.51,0.5,17.27,100.14,29.16
11.88101,79.75921,2000,8,30,7.65,29.34,33.19,25.53,4.39,3.74,8.13,6.05,5.38,5.94,0.57,0.4,16.7,100.2,29.14
11.88101,79.75921,2000,8,31,8.3,29.87,33.85,25.55,4.27,2.54,6.8,5.31,6.36,4.86,0.47,0.46,16.78,100.22,29.47
11.88101,79.75921,2000,9,1,7.45,30,33.69,26.24,4.26,2.61,6.87,5.08,6.71,4.91,0.47,1.44,17.35,100.22,29.79
11.88101,79.75921,2000,9,2,9.11,30.35,34.85,25.74,4.73,2.31,7.03,5.14,6.82,6.46,0.62,0.69,16.65,100.12,30.11
11.88101,79.75921,2000,9,3,7.67,30.11,33.89,26.21,4.44,3.11,7.56,6.08,6.72,5.58,0.54,2.09,17.7,100.12,29.68
11.88101,79.75921,2000,9,4,7.61,30.09,33.9,26.29,5.83,1.92,7.75,5.33,5.98,5.86,0.56,1.15,17.54,100.24,29.67
11.88101,79.75921,2000,9,5,7.06,30.03,33.32,26.26,6.32,0.77,7.09,4.49,7.21,5.05,0.49,1.55,18.2,100.24,29.52
11.88101,79.75921,2000,9,6,5.67,29.42,31.95,26.28,5.79,2.21,8.01,5.11,6.28,5.59,0.54,2.07,18.43,100.18,28.93
11.88101,79.75921,2000,9,7,4.57,28.59,30.75,26.18,5.18,2.32,7.49,5.04,6.3,5.66,0.55,6.41,18.65,100.25,28.12
11.88101,79.75921,2000,9,8,5.38,28.89,31.54,26.15,5.76,1.66,7.42,4.18,6.94,6.02,0.58,3.76,18.6,100.38,28.53
11.88101,79.75921,2000,9,9,7.57,29.89,33.36,25.79,5.73,2.35,8.08,5.04,6.71,6.67,0.65,1.57,17.87,100.4,29.37
11.88101,79.75921,2000,9,10,6.3,29.57,32.81,26.5,6.68,1.42,8.1,5.19,6.64,6.32,0.61,0.56,17.57,100.28,29.31
11.88101,79.75921,2000,9,11,7.99,30.51,34.41,26.42,6.64,0.92,7.56,4.68,6.6,6.21,0.6,0.78,17.34,100.15,29.88
11.88101,79.75921,2000,9,12,5.87,29.38,32.23,26.36,5.24,0.84,6.08,3.65,6.51,5.21,0.51,11.3,18.16,100.18,28.87
11.88101,79.75921,2000,9,13,4.76,28.57,30.55,25.79,4.06,1.83,5.88,3.77,6.55,5.63,0.55,1.15,18.17,100.26,27.92
11.88101,79.75921,2000,9,14,5.55,28.49,31.26,25.7,2.14,3.96,6.1,5.01,6.98,5.88,0.57,0.38,18.1,100.22,28.11
11.88101,79.75921,2000,9,15,7.25,29.48,32.83,25.58,5.8,3.21,9.01,5.94,6.62,6.2,0.6,0.53,18.01,100.1,28.91
11.88101,79.75921,2000,9,16,8.25,29.99,33.76,25.51,5.4,2.63,8.03,5.68,5.76,5.7,0.56,3.31,18.58,100.14,29.42
11.88101,79.75921,2000,9,17,6.19,29.5,32.33,26.14,6.02,1.62,7.64,4.52,5.83,5.85,0.57,2.25,18.94,100.23,28.94
11.88101,79.75921,2000,9,18,6.2,29.32,32.26,26.06,4.15,2.09,6.24,4.41,5.25,4.83,0.47,6.59,19.21,100.14,28.82
11.88101,79.75921,2000,9,19,3.89,28.08,29.88,25.99,4.02,0.75,4.77,2.94,6.94,5.77,0.57,5.87,17.86,100.16,27.51
11.88101,79.75921,2000,9,20,6.34,28.96,31.4,25.06,3.04,1.27,4.31,3.14,6.41,5.78,0.57,4.95,18.29,100.15,27.93
11.88101,79.75921,2000,9,21,5.01,28.88,30.76,25.75,2.86,0.54,3.4,1.93,6.9,4.33,0.43,4.41,18.87,100.15,27.87
11.88101,79.75921,2000,9,22,4.53,28.69,30.34,25.81,4.97,0.56,5.53,3.55,6.03,4.17,0.41,2.11,18.66,100.27,27.73
11.88101,79.75921,2000,9,23,4.18,28.51,29.91,25.73,1.76,3.43,5.19,4.65,5.47,4.5,0.44,4.3,18.69,100.31,27.55
11.88101,79.75921,2000,9,24,3.35,28.11,29.21,25.86,3.21,1.76,4.96,3.58,6.26,4.11,0.41,8.52,18.46,100.32,27.17
11.88101,79.75921,2000,9,25,3.69,28.05,29.25,25.56,2.09,1.7,3.79,2.76,5.7,3.9,0.39,6.09,18.55,100.23,27.16
11.88101,79.75921,2000,9,26,4.27,27.99,29.44,25.17,3.88,2.67,6.54,4.59,6.83,1.8,0.18,5.22,18.69,100.28,27.02
11.88101,79.75921,2000,9,27,4.27,28.34,29.88,25.61,2.24,4.43,6.67,5.48,6.3,4.16,0.41,3.22,18.97,100.38,27.61
11.88101,79.75921,2000,9,28,5.32,28.81,31.07,25.74,3.4,3.02,6.41,5.13,5.49,5.71,0.57,2.85,18.73,100.35,28.13
11.88101,79.75921,2000,9,29,5.52,28.82,31.3,25.78,4.96,1.05,6.01,3.9,6.31,6.17,0.61,11.36,18.88,100.34,28.44
11.88101,79.75921,2000,9,30,3.87,27.98,29.61,25.74,6.5,0.29,6.79,4.59,6.75,3.32,0.33,6.89,18.96,100.3,27.29
11.88101,79.75921,2000,10,1,4.3,27.35,29.14,24.84,2.35,4.31,6.66,5.58,6.89,4.43,0.44,13.45,18.61,100.41,26.61
11.88101,79.75921,2000,10,2,4.65,27.32,29.48,24.84,2.31,4.27,6.57,5.68,5.42,5.14,0.52,3.4,18.56,100.44,26.87
11.88101,79.75921,2000,10,3,3.58,26.88,28.33,24.74,2.47,4.47,6.94,5.55,6.51,5.49,0.55,7.12,18.16,100.46,26.4
11.88101,79.75921,2000,10,4,4.77,27.4,29.67,24.91,4.96,2.3,7.25,4.62,6.72,3.92,0.39,5.49,18.28,100.38,26.86
11.88101,79.75921,2000,10,5,2.97,26.57,27.66,24.69,2.94,3.48,6.43,5.07,6.54,2.94,0.3,10.79,18.11,100.44,26.01
11.88101,79.75921,2000,10,6,5.92,27.39,29.96,24.03,1.21,3.47,4.69,4.06,6.78,2.95,0.3,22.73,18.21,100.43,26.81
11.88101,79.75921,2000,10,7,3.3,26.99,28.3,25,2.79,1.06,3.85,2.66,6.73,4.13,0.42,7.28,18.6,100.44,26.47
11.88101,79.75921,2000,10,8,4.62,27.68,29.63,25.01,2.46,1.46,3.92,2.21,5.64,5.09,0.52,24.16,18.13,100.36,27.15
11.88101,79.75921,2000,10,9,4.55,27.34,29.75,25.2,5.52,2.61,8.13,5.41,6.63,3.73,0.38,13.73,19.01,100.22,27.24
11.88101,79.75921,2000,10,10,5.54,27.5,30.41,24.87,3.65,3.38,7.03,4.77,6.1,4.35,0.44,9.95,18.94,100.31,27.42
11.88101,79.75921,2000,10,11,5.04,27.71,30.47,25.43,4.56,2.51,7.07,4.68,6.63,5.52,0.56,7.2,19.4,100.41,27.74
11.88101,79.75921,2000,10,12,4.67,27.59,29.98,25.31,3.71,2.15,5.85,4.31,5.54,4.81,0.49,14.24,19.15,100.44,27.51
11.88101,79.75921,2000,10,13,3.88,27,29.04,25.16,3.21,2.33,5.53,4.29,6.59,4.33,0.45,9.66,18.82,100.33,26.88
11.88101,79.75921,2000,10,14,5.28,27.27,30.02,24.74,2.05,1.68,3.73,3,6.65,3.89,0.4,0.75,18.37,100.25,27.22
11.88101,79.75921,2000,10,15,7,27.85,31.71,24.71,3.6,1.52,5.11,3.66,6.3,6.24,0.64,0.47,18.36,100.27,27.94
11.88101,79.75921,2000,10,16,6.87,27.17,31.03,24.16,4.48,3.69,8.17,6.23,6.66,3.35,0.35,1.64,16.68,100.23,27.23
11.88101,79.75921,2000,10,17,6.77,26.83,30.21,23.44,4.97,2.81,7.78,5.3,6.58,2.61,0.27,0.09,15.33,100.13,26.86
11.88101,79.75921,2000,10,18,6.59,27.86,30.92,24.34,5.64,0.53,6.17,4,6.48,4.93,0.51,1.22,17.78,100.02,27.67
11.88101,79.75921,2000,10,19,3.92,27.51,29.23,25.31,2.86,2.19,5.05,3.56,5.87,4.93,0.51,3.42,18.48,100.15,27.26
11.88101,79.75921,2000,10,20,4.1,27.44,29.49,25.39,2.23,3.63,5.87,4.75,5.92,4.13,0.43,12.25,18.67,100.28,27.01
11.88101,79.75921,2000,10,21,4.46,27.49,29.33,24.87,3.27,2.13,5.4,3.75,6.4,3.49,0.37,12.35,18.44,100.37,26.85
11.88101,79.75921,2000,10,22,3.37,27.47,28.7,25.33,5.39,0.75,6.13,3.82,6.5,4.99,0.53,16.59,19.15,100.34,26.69
11.88101,79.75921,2000,10,23,4.1,27.52,28.91,24.82,6.09,0.61,6.7,3.12,6.47,5.89,0.62,7.84,18.47,100.34,26.7
11.88101,79.75921,2000,10,24,6.13,27.34,29.86,23.72,4.33,0.5,4.83,3.45,6.47,6.27,0.66,1.07,17.1,100.44,26.75
11.88101,79.75921,2000,10,25,8.65,25.96,29.93,21.29,3.01,2.36,5.37,3.76,6.57,6.57,0.7,0,13.13,100.58,25.81
11.88101,79.75921,2000,10,26,8.95,26.37,30.2,21.25,3.87,1.49,5.36,3.3,6.39,6.38,0.68,0,13.77,100.51,26.19
11.88101,79.75921,2000,10,27,7.5,27.21,30.63,23.13,4.38,0.41,4.8,2.68,6.36,6.09,0.65,0,14.66,100.45,27.06
11.88101,79.75921,2000,10,28,7.19,27.93,31.03,23.84,4.61,0.39,5,2.97,5.72,5.1,0.55,0,16.03,100.57,27.66
11.88101,79.75921,2000,10,29,7.56,27.68,31.3,23.75,2.9,1.38,4.28,2.41,6.1,5.89,0.63,0.07,14.68,100.61,27.77
11.88101,79.75921,2000,10,30,6.77,27.4,30.88,24.11,4.78,0.93,5.71,2.7,5.82,5.79,0.62,0,14.93,100.58,27.23
11.88101,79.75921,2000,10,31,4.89,27.49,29.83,24.94,4.11,1.13,5.24,2.74,5.19,5.25,0.57,0.02,15.76,100.51,26.99
11.88101,79.75921,2000,11,1,4.42,27.34,29.11,24.68,3.37,2.21,5.58,3.6,5.89,3.86,0.42,0.04,16.27,100.54,26.52
11.88101,79.75921,2000,11,2,4.76,27.63,29.27,24.51,1.83,3.73,5.56,4.52,5.24,5.09,0.55,1.04,17.61,100.56,26.57
11.88101,79.75921,2000,11,3,4.99,27.88,29.79,24.8,3.7,2.53,6.23,3.99,5.02,4.79,0.52,3.47,17.9,100.69,26.87
11.88101,79.75921,2000,11,4,5.23,27.79,30.07,24.84,4.44,3.73,8.18,5.75,5.14,4.6,0.5,3.25,18.51,100.8,27.15
11.88101,79.75921,2000,11,5,5.12,27.74,30.09,24.97,1.17,5.07,6.25,5.69,4.72,4.83,0.53,0.07,17.67,100.7,27.17
11.88101,79.75921,2000,11,6,5.48,27.57,29.82,24.34,1.94,3.92,5.85,5.04,5.64,4.26,0.47,0.23,17.55,100.51,26.75
11.88101,79.75921,2000,11,7,4.95,27.14,29.39,24.44,2.51,4.67,7.18,5.74,5,4.92,0.54,0.07,17.07,100.54,26.67
11.88101,79.75921,2000,11,8,5.4,27.25,29.63,24.23,2.61,4.34,6.96,5.81,4.68,3.91,0.43,1.12,16.4,100.63,26.52
11.88101,79.75921,2000,11,9,5.26,27.51,29.49,24.23,1.8,5.17,6.97,6.27,5.31,5.1,0.57,0.68,16.75,100.59,26.57
11.88101,79.75921,2000,11,10,5.07,27.3,29.86,24.79,1.64,5.91,7.55,6.72,5.09,3.95,0.44,3.27,16.66,100.64,26.82
11.88101,79.75921,2000,11,11,4.86,27.33,29.89,25.03,2.55,5.55,8.1,6.97,4.84,4.24,0.47,4.26,17.22,100.73,26.96
11.88101,79.75921,2000,11,12,4.5,27.08,29.2,24.7,1.26,6.16,7.42,6.84,5.62,3.58,0.4,5.92,17.2,100.59,26.42
11.88101,79.75921,2000,11,13,4.66,26.73,28.71,24.05,0.77,6.02,6.78,6.36,4.63,4.3,0.48,1.22,15.86,100.45,25.91
11.88101,79.75921,2000,11,14,6.5,26.27,29.36,22.86,2.16,4.95,7.11,6.15,5.51,5.51,0.62,0.32,14.45,100.55,25.77
11.88101,79.75921,2000,11,15,5.08,26.48,29.12,24.04,3.25,5.02,8.27,7.22,4.5,4.43,0.5,0.66,15.66,100.6,26.12
11.88101,79.75921,2000,11,16,5.44,26.45,29.26,23.82,2.26,6.94,9.2,8.01,4.67,4.23,0.48,0.54,15.37,100.64,26.08
11.88101,79.75921,2000,11,17,5.02,26.21,29.1,24.07,1.17,7.68,8.85,8.29,6.19,3.84,0.44,0.5,14.63,100.59,26.06
11.88101,79.75921,2000,11,18,5.64,26.4,29.5,23.86,1.44,7.19,8.63,7.87,6.06,2.13,0.24,12.46,17.16,100.5,26.13
11.88101,79.75921,2000,11,19,3.49,26.26,28.19,24.7,1.7,6.2,7.9,7.25,5.96,1.13,0.13,5.43,17.65,100.54,26.06
11.88101,79.75921,2000,11,20,2.63,25.81,27.25,24.61,2.39,5.62,8.01,7.13,5.92,1.92,0.22,16.08,17.74,100.53,25.67
11.88101,79.75921,2000,11,21,3.71,26.44,28.41,24.71,2.29,6.48,8.76,7.7,5.93,1.77,0.2,29.8,18.61,100.48,26.28
11.88101,79.75921,2000,11,22,3.87,27,29.14,25.27,1.51,5.68,7.2,6.7,4.93,3.48,0.4,14.75,18.99,100.59,26.84
11.88101,79.75921,2000,11,23,2.81,26.76,28.44,25.63,2.98,6.62,9.6,7.77,5.87,1.16,0.13,11.69,18.97,100.81,26.8
11.88101,79.75921,2000,11,24,4.38,26.75,28.82,24.44,1.61,5.78,7.4,6.67,5.19,4.38,0.51,1.53,17.16,100.84,26.33
11.88101,79.75921,2000,11,25,5.98,25.67,28.42,22.44,1.68,5.05,6.73,5.81,5.29,5.26,0.61,0,15.22,100.76,25.14
11.88101,79.75921,2000,11,26,6.85,25.47,28.21,21.36,2.6,4.31,6.91,5.39,6.08,5.91,0.68,0.12,15.12,100.78,24.72
11.88101,79.75921,2000,11,27,5.96,25.62,28.22,22.26,2,5.67,7.68,6.87,6.07,5.31,0.62,0.4,15.87,100.64,25.04
11.88101,79.75921,2000,11,28,5.34,25.85,28.51,23.17,6.72,6.71,13.43,10.52,5.66,3.16,0.37,8.54,16.49,100.26,25.42
11.88101,79.75921,2000,11,29,2.02,25.79,26.36,24.34,10.56,1.38,11.94,8.36,5.78,0.98,0.11,27.39,18.43,99.93,25.34
11.88101,79.75921,2000,11,30,2.08,25.69,26.61,24.53,7.73,4.15,11.89,6.53,5.78,2.43,0.28,12,17.36,100.56,25.39
11.88101,79.75921,2000,12,1,4.43,26.6,28.75,24.32,3.77,1.66,5.43,3.8,4.88,3.9,0.46,3.3,18.16,100.64,26.22
11.88101,79.75921,2000,12,2,4.26,26.37,28.31,24.05,2.78,3.94,6.72,5.33,5.61,4.04,0.47,2.04,17.79,100.77,25.87
11.88101,79.75921,2000,12,3,5.07,26.66,29.19,24.12,2.82,2.92,5.74,4.44,4.84,4.85,0.57,1.92,17.84,100.85,26.35
11.88101,79.75921,2000,12,4,4.19,26.66,28.94,24.75,3.65,4.7,8.34,6.59,4.41,4.46,0.52,8.85,18.35,100.78,26.44
11.88101,79.75921,2000,12,5,4.95,26.18,28.32,23.37,2.11,6.09,8.21,7.11,5.16,2.96,0.35,3.01,16.69,100.75,25.82
11.88101,79.75921,2000,12,6,5.38,24.75,27.25,21.87,2.46,6.06,8.53,7.03,5.02,5.12,0.6,0.35,14.44,100.85,24.16
11.88101,79.75921,2000,12,7,5.67,24.35,27.06,21.4,2.96,5.19,8.15,6.88,4.87,4.9,0.58,0.06,13.93,100.88,23.89
11.88101,79.75921,2000,12,8,5.28,24.53,26.97,21.69,2.34,6.55,8.88,7.71,4.45,4.6,0.54,0.1,13.92,100.85,24.04
11.88101,79.75921,2000,12,9,5.7,24.33,27.13,21.43,1.34,6.5,7.83,7.19,5.42,5.41,0.64,0.16,13.81,100.78,23.93
11.88101,79.75921,2000,12,10,5.75,24.54,27.35,21.6,2.44,5.17,7.61,6.5,4.76,4.73,0.56,0.16,14.02,100.87,24.08
11.88101,79.75921,2000,12,11,5.96,24.53,27.51,21.55,2.46,5.31,7.78,6.73,5.9,5.89,0.7,0.06,13.61,100.95,24.09
11.88101,79.75921,2000,12,12,6.48,24.17,27.28,20.8,2.16,5.19,7.35,6.08,4.53,4.63,0.55,0.03,13.43,100.93,23.58
11.88101,79.75921,2000,12,13,7.28,23.96,27.23,19.95,1.85,5.08,6.93,6.19,6.18,6.18,0.73,0,13.71,100.84,23.26
11.88101,79.75921,2000,12,14,7.64,24.09,27.34,19.7,3.52,3.85,7.37,5.42,6.03,6.03,0.72,0,13.92,100.82,23.37
11.88101,79.75921,2000,12,15,6.83,24.2,27.17,20.34,3.57,5,8.57,6.83,5.29,5.22,0.62,0,13.7,100.9,23.55
11.88101,79.75921,2000,12,16,6.04,24.33,27.21,21.18,2.86,6.02,8.88,7.72,4.54,4.5,0.54,0.21,13.69,101.01,23.78
11.88101,79.75921,2000,12,17,6.18,24.6,27.38,21.2,1.4,7.02,8.42,7.73,5.45,5.35,0.64,0.03,14,100.96,23.93
11.88101,79.75921,2000,12,18,6.45,24.81,27.62,21.18,1.97,5.84,7.81,6.83,5.82,3.42,0.41,0.31,14.38,100.84,24.14
11.88101,79.75921,2000,12,19,6.35,24.8,27.81,21.46,1.41,6.06,7.47,6.71,5.22,5.1,0.61,0.18,14.48,100.69,24.11
11.88101,79.75921,2000,12,20,6.97,24.65,27.56,20.59,1.49,5.95,7.44,6.99,4.35,4.47,0.53,0.48,13.71,100.79,24.02
11.88101,79.75921,2000,12,21,5.83,25.07,27.84,22.01,2.14,6.67,8.81,7.75,4.38,4.34,0.52,1.61,14.24,100.8,24.59
11.88101,79.75921,2000,12,22,5.58,25.27,28.03,22.45,1.26,6.89,8.16,7.56,5.17,4.98,0.59,0.5,14.81,100.79,24.66
11.88101,79.75921,2000,12,23,6.33,25.6,28.76,22.43,1.95,6.78,8.74,7.84,5.76,5.05,0.6,0.12,15.61,100.72,25.05
11.88101,79.75921,2000,12,24,6.35,25.4,28.42,22.06,2.81,7.09,9.9,8.39,5.49,4.51,0.54,0.58,15.06,100.69,24.75
11.88101,79.75921,2000,12,25,6.7,24.89,28.13,21.44,3.42,7.32,10.74,8.95,5.58,5.53,0.66,0.27,14.11,100.65,24.25
11.88101,79.75921,2000,12,26,6.2,25.32,28.19,22,3.83,8.37,12.21,10.16,5.63,2.45,0.29,5.54,16.07,100.6,24.85
11.88101,79.75921,2000,12,27,2.85,25.03,26.63,23.78,2.46,8.39,10.85,9.89,5.72,0.74,0.09,15.17,17.16,100.62,24.92
